,x,y,target
0,3.3428810235639483,2.250681317312064,1.5609423943412164
1,4.3411361982345165,1.8357450779848294,-2.901861173174674
2,3.666580256429863,0.4615975454239762,0.1526339395699818
3,3.3192990979813812,2.165165189835397,1.629713487797607
4,2.591928796033428,1.4431762777860493,-0.27329917976296125
5,3.9253646783999363,4.627564028130011,1.4103066819358807
6,2.675523267576155,0.719769799137568,-1.1209252970205195
7,5.400638004692478,0.9120862517252304,-3.165865180217452
8,5.831976563006175,1.7210618052686835,-1.9076689549210482
9,2.350649112954666,1.7781609760118307,-0.20290488127847356
10,4.800350228495987,5.127829620176677,5.399337845437696
11,3.2233695185174267,4.797701938702923,-0.7558357148816445
12,3.458267366563594,3.521813799231352,0.750023904660449
13,5.603579829755966,1.7815320731602795,-2.3644970402182683
14,0.47621634918732164,1.963270119265954,4.16999750808633
15,0.5727757982092443,3.603309649895868,0.5003249536881144
16,0.1713103846419543,4.489199352588944,-6.114171985916245
17,5.045719073287628,2.3545883306506963,-3.2969039560225033
18,4.718940505699103,3.107372171866251,-1.004529666797182
19,5.270072889480915,5.378198819196164,7.366513731875742
20,5.921710053396584,3.948745140250584,2.573015455776813
21,4.844951385300342,3.2633007922514,-0.6675011476625649
22,2.818876173517591,0.4773347668513474,-1.2471052349688394
23,4.733175057718733,1.1060912706674662,-4.975839039289962
24,0.7596465552135994,1.25594950289374,4.9315941776036185
25,3.8895261279651425,3.7888897547137677,0.7517752287721864
26,0.9101197244542785,0.6986765102273003,3.415084784661794
27,5.718013502297503,0.22396921988975887,-7.953761561809934
28,3.1810899305004297,2.2121033459111916,1.849609022843941
29,2.5379716399431413,4.363155071052845,-1.639282151392207
30,1.6373336726277619,4.209496125812356,-2.5994889062305226
31,4.6954021366053,4.806022111702335,4.12819472601477
32,2.786901993299291,4.227489537615857,-0.8231373393684218
33,3.460603693211891,3.7297134716087714,0.6284727252946478
34,0.16273880261813084,2.966972580545871,-1.3750127927482854
35,3.755812982455262,1.3009899229278235,-0.06945446818484995
36,3.722574336334528,3.461288335139708,0.6236242732695261
37,3.7516039812485413,3.8697484892500467,0.7012362278008499
38,5.712488471087744,0.7924599704882975,-4.568356092879921
39,4.1409217946209,3.4408840316188085,0.354212897690563
40,2.207047403442716,0.6364922791613097,1.364396539920839
41,2.6721917227960486,3.3324608138389507,1.4289906432230322
42,4.235787175563589,1.0035133461118493,-3.7524577337800937
43,0.411352829775619,0.7640812832499981,4.140531534459449
44,4.050600292674006,0.72860033608302,-2.714091875937255
45,4.073827217708956,5.516151876985441,2.9321703277456628
46,1.3122953664430455,3.6385239047146527,0.5744749094209258
47,0.8235577859291199,1.5509523332128339,5.14214874487788
48,1.9425701055451032,0.4786932679525486,4.316875129668715
49,2.2322646256557355,3.267088511072615,1.697115260923646
50,3.4711806225072777,0.9188178252608517,1.0153708491251894
