,RIDGE,NUB,CRACK,WEIGHT,target
0,-2.3482000827789307,3.6314001083374015,5.028900146484375,10.872099876403809,-1.385200023651123
1,-1.1519999504089355,1.4804999828338623,3.237499952316284,-0.5939000248908997,2.123500108718872
2,-2.524499893188477,-6.86329984664917,-2.8036999702453613,8.46310043334961,-3.412600040435791
3,5.752299785614014,-6.509099960327148,-5.151000022888184,4.3480000495910645,-10.32610034942627
4,8.74940013885498,-3.8977999687194815,-1.3833999633789062,-14.877599716186523,-2.415299892425537
5,10.430299758911133,-3.162800073623657,12.78849983215332,-14.851900100708008,-6.494200229644775
6,-3.604899883270264,4.608099937438965,6.553999900817871,5.97730016708374,4.04040002822876
7,-5.638299942016602,-0.8158000111579895,-3.812000036239624,1.1674000024795532,7.046800136566162
8,9.543399810791016,4.08650016784668,2.754199981689453,-18.90019989013672,-0.0671999976038932
9,-9.029199600219728,2.9723000526428223,3.6758999824523926,13.881999969482422,4.210599899291992
10,3.16759991645813,-3.018399953842163,-2.661900043487549,-0.883400022983551,-2.7772998809814453
11,-4.607200145721436,4.2718000411987305,-6.062300205230713,14.145000457763672,-2.8238000869750977
12,-9.011899948120115,-2.5546998977661133,4.571700096130371,15.306500434875488,3.761699914932251
13,20.63330078125,2.039599895477295,-7.040900230407715,-30.573400497436523,-5.349100112915039
14,3.888999938964844,0.3102999925613403,6.666200160980225,-3.5741000175476074,-1.4560999870300293
15,0.5246999859809875,-2.911099910736084,-1.8946000337600708,1.3396999835968018,-3.3831000328063965
16,2.0099000930786133,-1.4071999788284302,10.066200256347656,5.106800079345703,-5.83050012588501
17,-4.843200206756592,8.304499626159668,-9.481800079345703,1.087000012397766,6.386600017547607
18,-0.491100013256073,5.602000236511231,5.831600189208984,-1.881700038909912,2.6868999004364014
19,6.8007001876831055,1.997499942779541,-6.87939977645874,-16.597000122070312,1.2489999532699585
20,-2.4423999786376958,3.696700096130371,-5.884699821472168,-0.7001000046730042,2.426300048828125
21,14.461899757385254,3.136199951171875,-17.208499908447266,-19.832500457763672,-1.88510000705719
22,8.741299629211426,1.5281000137329102,-0.4408000111579895,-15.035099983215332,-2.378000020980835
23,4.754300117492676,0.0577000007033348,7.610499858856201,-4.200500011444092,-1.853800058364868
24,1.2480000257492063,11.936100006103516,5.619500160217285,-10.214599609375,7.736499786376953
25,8.765299797058105,1.239799976348877,-4.3206000328063965,-14.477700233459473,1.2280000448226929
26,-11.848899841308594,-5.757599830627441,-3.783600091934204,14.881400108337402,5.5254998207092285
27,-7.206200122833252,-3.829200029373169,7.260700225830078,11.701299667358398,0.9580000042915344
28,6.231200218200684,-9.321000099182127,0.3461000025272369,-3.790299892425537,-5.71649980545044
29,9.157999992370604,-3.703399896621704,0.6266999840736389,-10.831700325012209,-4.8256001472473145
30,2.689300060272217,-4.133800029754639,-1.3013999462127686,-3.421099901199341,0.2000000029802322
31,10.065799713134766,6.6234002113342285,-8.616499900817871,-15.80679988861084,-1.70770001411438
32,-1.708400011062622,0.6567000150680542,-9.519800186157228,-2.696799993515014,1.9967000484466555
33,-1.080199956893921,-0.7468000054359436,-8.286499977111816,2.8469998836517334,-1.4093999862670898
34,-1.3008999824523926,-7.582300186157227,-15.040599822998049,0.2264000028371811,1.9386999607086184
35,-5.300000190734863,-1.448699951171875,9.370200157165527,2.6363000869750977,1.9027999639511108
36,-5.282299995422363,1.2700999975204468,4.571000099182129,9.906700134277344,1.1898000240325928
